id;idUniv;status;universitas;berdiri;noSK;tanggalSK;kodePos;telepon;fax;email;website;Lat;Long
3016;3657;Aktif;STIT Darussalimin NW Praya Lombok Tengah Nusa Tenggara Barat;1 Januari 2014 ;Dj.II0405;1 Januari 2014 ;83552;-;-;stitdarussaliminnw@gmail.com;-;-8.5089066;116.3485586
3017;3658;Aktif;STIT Ibnu Sina Malang;;-;;65163;0341-394702;0341-394702;ibnusinakepanjen@yahoo.com;www.stitibnusina.com;-8.1303727;112.5849117
3018;3659;Aktif;STIT Islamiyah Karya Pembangunan Paron Ngawi;1 Mei 1984 ;KEP.E.IIIPP00914584;1 Mei 1984 ;63253;0351- 748378;0351-749779;stitikaryapembangunan@yahoo.com;www.stitikp.ac.id;-7.4693684;111.3679689
3019;3660;Aktif;STIT Jembrana Kab. Jembrana, Bali;9 Maret 2011 ;DJ.I2832011;28 Mei 2007 ;82214;(0365) 41977;(0365) 41977;stit_jembrana@yahoo.co.id;stit-jembrana.com;-8.3903559;114.5855999
3020;3661;Aktif;STIT Makhdum Ibrahim (STITMA) Tuban;;Nomor 58 Tahun 1989;11 Maret 1989 ;62313;356331572;356331572;stitma_025@yahoo.com;stitmatuban.ac.id;-6.9005683;112.0791463
3021;3662;Aktif;STIT Maskumambang Gresik;4/1/2010;-;4/1/2010;61155;031 3941873;031 3949736;stit.maskumambang@gmail.com;www.stit.maskumambang.ac.id;-7.00381;112.50778
3022;3663;Aktif;STIT Miftahul Ulum Bangkalan;;-;;69166;313041670;313041670;staimu070@gmail.com;-stitmu.ac.id;-7.2085236;113.0320571
3023;3664;Aktif;STIT Muhammadiyah Bangil, Pasuruan;;-;;67153;0343-744417;0343-744417;stitmuhammadiyah.bangil@yahoo.co.id; ;-7.60399;112.818239
3024;3665;Aktif;STIT Muhammadiyah Bojonegoro;26 Mei 1990 ;82 tahun 1990;;62113;353885951;353885951;mail@stitmuhbjn.ac.id;www.stitmuhbjn.ac.id;-7.155772;111.8748894
3025;3667;Aktif;STIT Muhammadiyah Lumajang;1 Januari 2014 ;-;1 Januari 2014 ;67315;0334 881984;0334 885360;ptais-068@kopertais4.or.id;stitlmjyahoo.com;-8.137022;113.226601
3026;3668;Aktif;STIT Muhammadiyah Pacitan;11 Maret 1989 ;58 Tahun 1989;11 Maret 1989 ;63512;(0357)886505;(0357)886505;stitmuhammadiyahpacitan@yahoo.co.id;stitmuh-pacitan.ac.id;-8.1981311;111.1071119
3027;3669;Aktif;STIT Muhammadiyah Tempurejo Ngawi;;-;;63257;351673201;351673201;stitmt_052@yahoo.com;www.stitmngawi.ac.id;-7.3136979;111.224885
3028;3670;Aktif;STIT PGRI Pasuruan;22 Maret 2005 ;Dj.II282005;22 Maret 2005 ;67118;0343-421948;0343-411086;pasuruanstitpgri@gmail.com;www.stitpgri-pasuruan.ac.id;-7.668832;112.902448
3029;3671;Aktif;STIT Raden Santri Gresik;5 Agustus 1989 ;35E1989;;61113;313985952;313985952;stitrsg@gmail.com;http:www.stitrsg.ac.id;-7.1556127;112.656405
3030;3673;Aktif;STIT Sunan Giri Bima, NTB;11 Maret 1989 ;58 TAHUN 1989;;84111;0374-646818;0374-646818;Stitsunangiribima1@gmail.com;www.stitsunangiribima.ac.id;-8.4578442;118.7402551
3031;3674;Aktif;STIT Sunan Giri Trenggalek;;-;;66316;0355 794017;0355 796030;stitsuri054@yahoo.com;stitsunangiringgalek.wordpres.com;-8.054598;111.7176962
3032;3675;Aktif;STIT Uluwiyah Mojosari Mojokerto;1 Juni 1998 ;E1281998;;61382;0321-592783;0321-592783;stituluwiyah@yahoo.co.id;www.stituluwiyah.ac.id;-7.504599;112.525844
3033;3676;Aktif;STAI Almuslim Bireun;1 Januari 2010 ;-;1 Januari 2010 ;24261;(0644) 441989 ;(0644) 441989 ; ;www.iai-almuslim.ac.id;5.1947619;96.7871301
3034;3677;Aktif;STAI Al-Washliyah Banda Aceh;2 Maret 2007 ;Dj. II172004;2 Maret 2007 ;23111;(0651)7425430;(0651)7425430;ptawbna@yahoo.co.id;ptawbnayahoo.co.id;5.5812074;95.3588776
3035;3678;Aktif;STAI Ar-Rahman Aceh Selatan;27 Januari 2012 ;Dj.I1492012;27 Januari 2012 ;23761;(0659)93393;-;staiarrahman@yahoo.com;-;3.5991225;97.0982581
3036;3679;Aktif;STAI Nusantara Kota Banda Aceh;;-;;23114;6517557400;6517557400;muna.janeeta@gmail.com;stai-nusantara.ac.id;5.5794606;95.3526645
3037;3680;Aktif;STAI PTIQ Kota Banda Aceh;9 Agustus 2007 ;Dj.II2352002;9 Agustus 2007 ;23111;65129350;65129350;stai.ptiq@yahoo.com;staiptiq.wordpress.com;5.568128;95.329009
3038;3681;Aktif;STAI Sepakat Segenep Kutacane Aceh Tenggara;;-;;24671;(0629)522537;(0629)522537;staikutacane@yahoo.com;WWW.STAISESKUTACANE.COM;3.3974891;97.8612767
3039;3683;Aktif;STAI Teungku Dirundeng Meulaboh Aceh Barat;; ;;23611;6557551591;6557551591;staidirundeng@yahoo.co.id;staidirundeng.ac.id;4.1715331;96.1352661
3040;3685;Aktif;STIS Al-Hilal Sigli Kab. Pidie;;-;;24151;0653-32467;0653-22758;stis_alhilalsigli@yahoo.co.id;-;5.3076439;95.9673967
3041;3686;Aktif;STAI Jami`atul Tarbiyah Lhoksukon Aceh Utara;28 Mei 2007 ;Dj.I220.D2007;28 Mei 2007 ;24382;0645-31253;0645-31253;staijamitar@ymail.com;staijamitar.wordpress.com;4.1534043;97.8286368
3042;3687;Aktif;STIT PTI Al-Hilal Sigli Kab. Pidie;;-;;24151;0653-22758;0653-22758;stitalhilal@yahoo.com;ptialhilal.bl.ee;5.375953;95.943003
3043;3688;Aktif;STAI Al-Hikmah Pariangan Batusangkar, Tanah Datar;;-;;27264;82299589982;0752-667788;stai.alhikmah@yahoo.co.id;www.stai.alhikmah.ac.id;-0.4519812;100.4958678
3044;3689;Aktif;STAI Madrasah `Arabiyah (STAIMA) Bayang, Pesisir Selatan, Sumatera Barat;;-;;25652; ; ;staima.bayang@yahoo.com; ;-1.134811;100.5971361
3045;3690;Aktif;STAI Pengembangan Ilmu Al-Qur`an (STAIPIQ), Kota Padang, Sumatera Barat;;-;;25251;0751-27311;0751-841870;info@staipiq.ac.id;www.staipiq.ac.id;-0.943916;100.364109
3046;3691;Aktif;STAI Solok Nan Indah, Kota Padang;;-;;27316;+62 82 390 734 189;+62 82 390 734 189;staisolok@yahoo.co.id;stai.sni.ac.id;-0.8033561;100.6731603
3047;3692;Aktif;STAI Umar Bin Khattab di Ujunggading, Pasaman Barat, Sumatera Barat;;-;;26372;0;0;staiubk@Yahoo.co.id; ;0.220584;99.630176
3048;3693;Aktif;STAI Balaiselasa YPPTI Pesisir Selatan, Sumatera Barat;1 Januari 2014 ;-;1 Januari 2014 ;25666;0757-40011;0757-40937;staibalaiselasaypptips@gmail.com;stai-bls.ac.id;-1.7410421;100.9580947
3049;3694;Aktif;STAI Yayasan Kebangkitan Islam (YKI) Sumatera Barat, Padang;1 Januari 2014 ;-;1 Januari 2014 ;25114;0751-39618;0751-39618;stai.yki@gmail.com;http:stai-yki.ac.id ;-0.9518078;100.3564167
3050;3695;Aktif;STAI Yayasan Tarbiyah Islamiyah (YASTIS) Lubuk Bagalung Padang;;-;;25136;0751-7054551;0751-7054551;staiyastis@gmail.com; http:www.staiyastis.cc.cc;-0.9619101;100.3715458
3051;3696;Aktif;STAI YDI Lubuk Sikaping, Pasaman, Sumatera Barat;;-;;26351;0753 321078;0753 321078;stai.lubuksikaping@yahoo.co.id;staiydi.ac.id;0.179901;100.15323
3052;3697;Aktif;STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat;11/21/1998;Deprtemen Agama RI KOPERTAIS Wilayah VI;11/21/1998;25651;0756-7464119;0756-7464119;stai.painan@yahoo.co.id;www.stai-painanyahoo.go.id;-1.352866;100.631497
3053;3698;Aktif;STAI YPK Imam Bonjol Padang Panjang, Sumatera Barat;9/7/2001;Nomor 67Kop.VI092001;9/7/2001;27117;(0752) 82042;(0752) 82042;stai.imambonjol@yahoo.com; ;-0.9319333;100.3616896
3054;3699;Aktif;STIT Adzkia Padang;1 Januari 2010 ;-;1 Januari 2010 ; ;;;;;-7.090911;107.668887
3055;3700;Aktif;STIT Ahlussunnah Bukittinggi;1 Januari 2010 ;-;1 Januari 2010 ;26117;75234130;75235136;stit_ahls@yahoo.com;www.stitahlussunnah.ac.id;-0.3055556;100.3691667
3056;3701;Aktif;STIT Diniyyah Puteri Rahmah El-Yunusiyyah Kota Padang Panjang;28 Oktober 1989 ;284 Tahun 1989;28 Oktober 1989 ;27116;(0752)83554;(0752)84594;stitdiniyyahputeripp@gmail.com;http:www.diniyyahputeri.org;-0.4617104;100.3978301
3057;3702;Aktif;STIT Syekh Burhanuddin Pariaman;;-;;25514;0751 - 92025;0751 - 92025;stitsb.pariaman@yahoo.co.id;www.stit-syekhburhanuddin.ac.id;-0.6316447;100.1280943
3058;3703;Aktif;STAI YAPTIP Simpang Empat Pasaman Barat;1 Januari 2014 ;-;1 Januari 2014 ;26366;0753-65237;0753-65237;staiyaptip@gmail.com;www.stai-yaptip.ac.id;0.1014257;99.8157471
3059;3705;Aktif;STIT YPI Payakumbuh;;-;;26214;(0752) 796 187 ;(0752) 796 187 ;stit.payakumbuh@yahoo.com;www.stitpayakumbuh.ac.id;-0.2195359;100.6396653
3060;3706;Aktif;STAI An-Nur Lampung Selatan;1 Januari 2000 ;-;1 Januari 2000 ;35365;81379221119;7217901655;stai_annur10@yahoo.com;http:www.stai-annur-lampung.ac.id;-5.245644;105.403454
3061;3707;Aktif;STAI Ash-Shiddiqiyah Lempuing Jaya OKI;27 Februari 2012 ;-;27 Februari 2012 ;3067;81332322054;-;staiasshiddiqiyah@gmail.com;www.stai-asiq.go.id;-2.98603;104.76188
3062;3708;Aktif;STAI Bumi Silampari Lubuk Linggau, Sumatera Selatan;9/20/1995;447 TAHUN 1995;9/20/1995;31626;733452029;733452029;staisbs@staisbumisilampari.ac.id;http:staisbumisilampari.ac.id;-3.2687115;102.9157069
3063;3709;Aktif;STAI Ma`arif Metro, Kota Metro, Lampung;;-;;34118;0725 7851430;0725 7851430;iaimnumetro@gmail.com;iaimnumetrolampung.ac.id;-5.092333;105.287558
3064;3710;Aktif;STAI Rahmaniyah (STAIR) Sekayu, Musi Banyuasin, Sumatera Selatan;;-;;30711;0714-322495;0714-32055;Stai.rahmaniyah@gmail.com;www.Stairrahmaniyah.ac.id;-2.9112031;103.7984428
3065;3714;Aktif;STIT Al-Quraniyah, Manna, Bengkulu Selatan;27 Oktober 1998 ;-;27 Oktober 1998 ;38518;(0739) 21689;(0739) 21689;stitalquraniyah95@gmail.com; ;-4.4197942;102.9176518
3066;3715;Aktif;STIT Al-Qur`an Al-Ittifaqiah (STITQI) Ogan Ilir Sumatera Selatan;;-;;30662;711580793;711580793;stitqi@gmail.com;www.stitqi.ittifaqiah.com;-3.426463;104.614291
3067;3716;Aktif;STIT Darul Fattah Bandar Lampung;;-;;35145;721783299;721783299;stitdflampung@gmail.com;darulfattah.ac.id;-5.373969;105.2384261
3068;3718;Aktif;STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan;8 Maret 2007 ; Dj.I762007;8 Maret 2007 ;32382;735452005;735452005;stitmugmw@yahoo.co.id;stitmisbahul.co.id;-4.067743;104.600437
3069;3719;Aktif;STIT Muara Enim, Sumatera Selatan;;-;;31313;0734-422677;0734-422677;sti.tar_muaraenim@yahoo.co.id;stitar.weebly.com;-3.6533525;103.7781606
3070;3720;Aktif;STIT Pagar Alam, Sumatera Selatan;8 Maret 2007 ;-;8 Maret 2007 ;31551;(0730) 623 849;(0730) 623 849;stitpagaralam@gmail.com;stitpagaralamgmail.com;-4.0129452;103.3038695
3071;3721;Aktif;STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan;1 Januari 2014 ;-;1 Januari 2014 ;30662;(0711) 581740; ;stitraudhatululum@gmail.com;stitru.ac.idwww.pprusakatiga.sch.id;-3.256054;104.684736
3072;3722;Aktif;STIT YPI Lahat;;-;;31415;(0731) 321476;(0731) 321476;stitypilahat@yahoo.com;http:stitlahat.blogspot.com;-3.7837222;103.5384127
3073;3723;Aktif;STAI Al-Amanah Jeneponto, Sulawesi Selatan;1 Oktober 2000 ;10YAXII2000 ;1 Oktober 2000 ;92311;(0419) 2425858.;(0419) 2425858.;staialamanahjeneponto@yahoo.co.id;stai-al-amanah-jeneponto.123website.co.id;-5.6738131;119.774985
3074;3724;Aktif;STAI Al-Azhary Mamuju, Sulawesi Barat;20 Agustus 2001 ;14 TAHUN 2001;20 Agustus 2001 ;91512;4262324827;4262324827;stai.alazhary.mamuju@gmail.com;www.staialazharymmj.com;-2.6951053;118.8649793
3075;3725;Aktif;STAI Al-Furqan Makassar, Sulawesi Selatan;30 Januari 2008 ;Dj.I352008;30 Januari 2008 ;90241;411512050;125577;Staialfurqan@yahoo.co.id;staialfurqan.wordpress.com;-5.0719629;119.52375
3076;3726;Aktif;STAI Al-Gazali Bone, Sulawesi Selatan;;E1002001;4/23/2001;92712;48128284;48122996;staialgazalibone@gmail.com;staialgazalibone.webs.co.id.;-4.5392435;120.341569
3077;3727;Aktif;STAI Al-Ghazali Barru, Sulawesi Selatan;;-;;90761;0427-2323259;0427-2323259;staialgazalibarru@ymail.com;.................;-4.48365;119.6051639
3078;3728;Aktif;STAI Al-Ghazali Bulukumba, Sulawesi Selatan;;-;;92511;41385218;41385218;stai.algazalibulukumba@yahoo.com;www.stai-algazalibulukumba.ac.id;-5.5561428;120.1924142
3079;3729;Aktif;STAI Al-Ghazali Soppeng, Sulawesi Selatan;11/5/1994;Nomor 464 Tahun 1994;11/5/1994;90812;48421026;88421401;staialgazali.soppeng@yahoo.co.id;0;-4.3436797;119.8814854
3080;3730;Aktif;STAI Al-Mahdi Fakfak;1 Januari 2010 ;-;1 Januari 2010 ; ;;;; ;-7.090911;107.668887
3081;3731;Aktif;STAI Al-Mardhiyah Majene;;-;;91415;42221125;42221005;almardhiyahstaimjn@gmail.com;www.staialmardhiyahmajene.ac.id;-3.5405453;118.9353968
3082;3732;Aktif;STAI Asy-Syafi`iyah Nabire;;-;;98813;0984-22537;0984-22537;stais.nabire@yahoo.co.id;www.stais-assyafiiyah-nabire.com;-3.3913664;135.4871907
3083;3733;Aktif;STAI As`adiyah Sengkang Wajo;1 Januari 2014 ;-;1 Januari 2014 ;90911; 0485-324602; 0485-21709; muh67tar@yahoo.co.id;www staiasadiyah.ac.id;-4.1264868;120.0322719
3084;3734;Aktif;STAI DDI Jeneponto, Sulawesi Selatan;;-;;92311;4192425866;4192425866;staiddijp@gmail.com;www.staiddijeneponto.ac.id;-5.6667917;119.7646065
3085;3735;Aktif;STAI DDI Kota Makassar, Sulawesi Selatan;;-;;90222;(0411)841448;(0411) 841448;staiddimakassar@gmail.com;http:staiddimakassar.blogspot.com;-5.1741226;119.4326091
3086;3736;Aktif;STAI DDI Majene;;-;;91411;42221192;42221192;staiddimajene.ac.id@gmail.com;www.staiddimajene.ac.id;-3.5408654;118.9735608
3087;3737;Aktif;STAI DDI Maros, Sulawesi Selatan;30 Juni 1995 ;284 Tahun 1995;30 Juni 1995 ;90511;4113882036;4113882036;stai.ddi.maros@gmail.com;www.staiddimaros.ac.id;-5.0364349;119.560067
3088;3738;Aktif;STAI DDI Pangkep, Sulawesi Selatan;11/28/2002;Dj.II3972002;11/28/2002;90613;4102311110;4102311110;stai_ddipangkep@yahoo.co.id;http:staiddipangkep.ac.id;-4.8831372;119.5513689
3089;3739;Aktif;STAI DDI Parepare, Sulawesi Selatan;30 Juni 1995 ;286 Tahun 1995;30 Juni 1995 ;91131;42121171;42121171;staiddi.pares@gmail.com;staiddiparepare.ac.id;-3.985479;119.6398594
3090;3740;Aktif;STAI DDI Pinrang, Sulawesi Selatan;11/11/1986;300 Tahun 1886;11/11/1986;91211;421922962;925069;staiddipinrang@yahoo.co.id;staiddipinrang.ac.id;-3.7933963;119.6537599
3091;3741;Aktif;STAI DDI Polman, Sulawesi Barat;3 Januari 1976 ;KepD.V151976;3 Januari 1976 ;91315;42821572;42821572;staiddipolewalimandar@gmail.com;staiddipolewalimandar.ac.id;-3.4019482;119.3069355
3092;3742;Aktif;STAI DDI Sidrap, Sulawesi Selatan;25 Oktober 1994 ;433 Tahun 1994;25 Oktober 1994 ;91611;4213580322;4213580322;staiddisidrap@yahoo.co.id;www.staiddisidrap.ac.id;-3.9342863;119.8005027
3093;3743;Aktif;STAI Muhammadiyah Sinjai;16 Juni 1995 ;266 Tahun 1995;16 Juni 1995 ;92612;48221418;48221418;stai.muhammadiyahsinjai@yahoo.co.id;httpwww.staim-sinjai.ac.id;-5.1191617;120.2581655
3094;3744;Aktif;STAI Said Perintah Masohi, Maluku Tengah, Maluku;26 Januari 2004 ;Dj.II092004;26 Januari 2004 ;97551;091421067  08211505;91421067;stai.spmasohi@gmail.com; www.stai.saidperintah.ac.id;-3.3060598;128.9615888
3095;3745;Aktif;STAI Seram Timur Geser, Maluku;1 Januari 2010 ;-;1 Januari 2010 ; ;81343000062; -;staisseramtimur@gmail.com;-;-3.7025828;128.1768242
3096;3746;Aktif;STAI Syarif Muhammad Raha, Muna, Sulawesi Tenggara;19 Juni 1996 ;261 Tahun 1996;19 Juni 1996 ;93613;4032522586;4032522586;stais_raha@yahoo.co.id;www.stais.raha.ac.id;-4.8248889;122.7172623
3097;3747;Aktif;STAI YAMRA Merauke, Papua;26 Agustus 2003 ;Dj.II3042003;26 Agustus 2003 ;99613;971326295;971326295;stais_yamra_mrk@yahoo.com;0;-8.4959303;140.3945654
3098;3748;Aktif;STIT YAPIS Manokwari;4/5/2013;779 Tahun 2013;4/5/2013;98312;986212492;986212492;stityapismkw@gmail.com;www.stityapismkw.blogspot.com;-0.85673;134.084873
3099;3749;Aktif;STAI YAPIS Takalar, Sulawesi Selatan;12 Januari 2002 ;003 Tahun 2002;12 Januari 2002 ;92211;0418-323767;0418-323767;staiyapis.takalar@yahoo.com;staiyapis.takalaryahoo.com;-5.4162493;119.4875668
3100;3750;Aktif;STAI YAPNAS Jeneponto, Sulawesi Selatan;11/20/2001;E2722001;11/20/2001;92351;85299343955;-;staiyapnasjeneponto@yahoo.co.id; -;-5.6214792;119.6486825
3101;3751;Aktif;STAI YPIQ Baubau, Sulawesi Tenggara;;-;;93726;4022821225;4022821225;staiypiq.baubau@gmail.com;http:staiypiqbaubau.ac.id;-5.4564069;122.606873
3102;3752;Aktif;STAI DDI Mangkoso, Barru, Sulawesi Selatan;4/6/2004; ;4/6/2004;90752;-;-;staiddimangkoso13@gmail.com;-;-4.2644683;119.6258284
3103;3753;Aktif;STIS Muhammadiyah Tolitoli, Sulawesi Tengah;1 Januari 2010 ;-;1 Januari 2010 ; ;;;;;-7.150975;110.1402594
3104;3754;Aktif;STIT As-Salama Tual Maluku Tenggara, Maluku;;-;;97612;91624183;91624183;sitit.assalama@yahoo.com;stitassalamatual.blogspot.com;-5.170369;119.424134
3105;3755;Aktif;STIT DDI Pasangkayu, Mamuju, Sulawesi Barat;28 Mei 2007 ;Dj.I220.D2007;28 Mei 2007 ;91571;81341423343;0;stitddipasangkayu@yahoo.co.id;0;-1.2916992;119.3714909
3106;3756;Aktif;STAI Al-Hikmah Medan, Sumatera Utara;4/10/2012;No.427 Tahun 2012;4/10/2012;20227;061-7351538;061-7351538;alhikmahmedan@yahoo.com;www.stai-alhikmahmedan.ac.id;3.5992966;98.7092641
3107;3757;Aktif;STAI Al-Hikmah, Tanjung Balai, Sumatera Utara;;-;;21311;81396648856;-;staiatanjungbalai@yahoo.co.id;www.staialhikmah.ac.id;2.9561554;99.8002476
3108;3758;Aktif;STIT Al-Washliyah Binjai;;-;;20744;061-8820258; ;stitaw@gmail.com; ;3.627433;98.494423
3109;3759;Aktif;STAI Darul Arafah (STAIDA) Lau Bakeri Deli Serdang, Sumatera Utara;;-;;20123;(061) 77682999;77423611;staida_deliserdang@yahoo.com;WWW.STAIDA.AC.ID;3.4778853;98.5232998
3110;3760;Aktif;STAI Hikmatul Fadhilah Medan, Sumatera Utara;10 Juli 2007 ;-;10 Juli 2007 ;20212;8288343635;061-7326060;staihikmatulfadhillah.medan@gmail.com;staihikmatulfadhillah.medangmail.com;3.5885623;98.6844923
3111;3761;Aktif;STAI Jam`iyah Mahmudiyah Tanjungpura Langkat, Sumatera Utara;;-;;20853;618960934;618960934;staijm.tanjungpura.langkat@gmail.com;staijm.ac.id;3.9343589;98.4732718
3112;3762;Aktif;STAI Madina (STAIM) Panyabungan, Mandailing Natal, Sumatera Utara;;-;;; ; ;blu_staimadina@yahoo.co.id;www.staimadina.ac.id;0.8301919;99.5476934
3113;3764;Aktif;STAI Raudhatul Akmal, Deli Serdang, Sumatera Utara;6 Februari 2000 ;E762000;6 Februari 2000 ;20372;617389090;-;paistaira@gmail.com;http:paistaira.blogspot.com;3.609276;98.8032042
3114;3765;Aktif;STAI Samora Pematang Siantar, Sumatera Utara;;-;;21139;(0622) 434590;(0622) 434590;sstaisamora@yahoo.com;-;2.9650804;99.049621
3115;3766;Aktif;STAI Serdang Lubuk Pakam, Sumatera Utara;;-;;20525;061-7952252;-;staiserdang.lubukpakam@yahoo.co.id;-;3.557542;98.660061
3116;3767;Aktif;STAI Sumatera (STAIS) Medan, Sumatera Utara;;-;;20231;614550856;614550856;staisumateramedan@gmail.com;www.stais-medan.ac.id;3.5885623;98.6844923
3117;3768;Aktif;STAI Syekh H. Abdul Halim Hasan Al-Islahiyah Binjai, Sumatera Utara;;-;;20732;(061)8830146;(061)8830146;stai.binjai@yahoo.com;www.staial-ishlahiyahbinjai.ac.id;3.605115;98.496539
3118;3769;Aktif;STAI Tapanuli (STAITA) Padangsidempuan, Sumatera Utara;;-;;;;;;;2.0108563;98.9784887
3119;3770;Aktif;STAI Tebing Tinggi Deli, Sumatera Utara;;-;;20631;0621 - 326545;0621 - 326545;stais99ttd@yahoo.com;http:staistebingtinggideli.blogger.com;3.3390525;99.1725674
3120;3771;Aktif;STAI UISU, Pematang Siantar, Sumatera Utara;1 Januari 2009 ;-;1 Januari 2009 ;21151;0622-7550179;0622-7550179;staiuisu@yahoo.co.id;www.staiuisu.ac.id;2.97691;99.1704199
3121;3772;Aktif;STIT Gunung Tua, Padang Lawas Utara, Tapanuli Selatan, Sumatera Utara;;-;;22753;635510116; ; ; ;1.537423;99.6786894
3122;3773;Aktif;STIT Hamzah Al-Fansuri Sibolga Barus (STIT HASIBA) Tapanuli Tengah, Sumatera Uta;1 Mei 2014 ;-;1 Mei 2014 ;22564; ; ; stithasiba@yahoo.co.id; ;2.0246488;98.4622987
3123;3775;Aktif;Sekolah Tinggi Ilmu Dakwah Surakarta (STIDS);;-;;;;;;;-7.150975;110.1402594
3124;3776;Aktif;Sekolah Tinggi Islam Kendal (STIK);9/3/2003;Dj.II31503;9/3/2003;51351;0294-381614;0294-381614;stik.kendal@yahoo.co.id;stikendal.ac.id;-6.9205215;110.202468
3125;3777;Aktif;STAI Al-Husain Magelang (STI AIH), Jawa Tengah;23 Juli 2003 ;Dj.II2442003;23 Juli 2003 ;56192;0293 3149002;0;staiamagelang@yahoo.co.id;www. tegalrejo.com;-7.446732;110.26535
3126;3778;Aktif;STAI Al-Muhammad Cepu;;-;;58312;(0296) 421515;(0296) 425136;stai_amc@yahoo.co.id;www.staialmuhammadcepu.ac.id;-7.1364524;111.5855173
3127;3779;Aktif;STAI An-Nawawi Purworejo;1 Januari 2009 ;-;1 Januari 2009 ;54191;(0275) 3128428;(0275) 3128428;staianpwr@yahoo.co.id;www.staiannawawi.ac.id;-7.6956789;109.9990433
3128;3781;Aktif;STAI Brebes, Jawa Tengah;;-;;52212;(0283) 672294;(0283) 672294;staibrebes@yahoo.com;stai.brebes.ac.id;-6.8672275;109.0470206
3129;3782;Aktif;STAI Chozinatul Ulum, Blora, Jawa Tengah;;-;;58215;0296-531644;0296-532457;stiu.chozin@yahoo.com; ;-6.9757841;111.4123258
3130;3783;Aktif;STAI Mamba`ul Ulum Surakarta (STAIMUS);6 Juni 1987 ;E542000;6 Juni 1987 ;57155;0271 633253;0271 633253;staimussurakarta@yahoo.co.id;staimussurakartayahoo.co.id;-7.584434;110.817978
3131;3784;Aktif;STAI Muhammadiyah (STAIM) Blora, Jawa Tengah;10 Agustus 1987 ;SK Kopertais Wil X Jawa Tengah Nomor 47;10 Agustus 1987 ;58261;2965298724;2965298724;staimblora@yahoo.co.id;staimblora.ac.id;-6.9714385;111.4506149
3132;3785;Aktif;STAI Muhammadiyah (STAIM) Klaten, Jawa Tengah;6 Oktober 1979 ;031III_JTg_7079;6 Oktober 1979 ;57465;(0272) 321605;(0272) 321605;staim.klaten@gmail.com;www.staim-klaten.ac.id;-7.6905641;110.6125321
3133;3787;Aktif;STAI Nahdlatul Ulama (STAINU), Purworejo, Jawa Tengah;;-;;54171;275325066;275325066;purworejostainu@gmail.com;www.stainupurworejo.ac.id;-7.7240576;109.972193
3134;3788;Aktif;STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah;;-;;56229;0293 493361;0293 493361;stainutmg@yahoo.co.id;stainutmg.ac.id;-7.331503;110.2021255
3135;3789;Aktif;STAI Pati (STAIP), Jawa Tengah;11/29/2000;SK Dirjen Binbagais No: E2272000;11/29/2000;59163;(0295) 386167;(0295) 386167;Staippati@yahoo.com;www.staipati.ac.id;-6.7577237;110.9864294
3136;3790;Aktif;STAI Walisembilan Semarang (SETIAWS), Jawa Tengah;;Dj.II572004;;50136;248454683;248454683;setia_walisembila@yahoo.com;setiawssmg.ac.id;-6.9810842;110.4307388
3137;3791;Aktif;STIT Muhammadiyah, Kendal, Jawa Tengah;;-;;51355;294642016;294642016;stitm_kendal@yahoo.co.id;www.stitmkendal.ac.id;-6.9683461;110.0911001
3138;3792;Aktif;STIT Pemalang;9/8/2001;No.04 Tahun 2001;9/8/2001;52319;0284-323741;0284-323113;stitpemalang@yahoo.co.id;http:www.stitpemalang.ac.id;-6.9325169;109.3885366
3139;3793;Aktif;Sekolah Tinggi Ekonomi Islam (STEI) Madani Banjarmasin, Kalimantan Selatan;;-;;;;;;;-3.0926415;115.2837585
3140;3794;Aktif;Sekolah Tinggi Ilmu Qur`an (STIQ) Amuntai, Kalimantan Selatan;21 Juni 2002 ;-;;71471;52762584;52762584;info@stiq-amuntai.ac.id;www.stiq-amuntai.ac.id;-2.4102775;115.2568827
3141;3795;Aktif;STAI Al-Falah Banjarbaru, Banjarmasin Kalimantan Selatan;;-;;70723;5114705260;5114705260;staialfalahbanjarbaru@yahoo.com;staialfalahbanjarbaru;-3.4705981;114.7202287
3142;3796;Aktif;STAI Al-Haudl Ketapang, Kalimantan Barat;;-;;78851;0534-3037451;0534-3037451;staialhaudl_ketapang@yahoo.co.id;staialhaudlketapang.ac.id;-1.834425;109.966967
3143;3797;Aktif;STAI Al-Jami Banjarmasin, Kalimantan Selatan;15 Januari 1992 ;-;;70122;5113303235;5113303235;staialjami@yahoo.co.id;www.staialjami.ac.id;-3.3066727;114.5960823
3144;3798;Aktif;STAI Al-Washliyah Barabai;;-;;71351;51741529;51741529;stai.alwashliyahbrb@yahoo.co.id;;-3.291282;114.589583
3145;3799;Aktif;STAI Balikpapan, Kalimantan Timur;;-;;76131;(0542) 735351;(0542) 735351;akademik@staibalikpapan.ac.id;www.staibalikpapan.ac.id;-1.234708;116.820906
3146;3800;Aktif;STIT Darul Hijrah Martapura;22 Maret 2005 ; ;;70612;81348471941;5117090005;stit01darulhijrah@gmail.com;www.bpp-darulhijrah.sch.id;-3.4029953;114.8270745
