,,,Universitas,,,,Alamat,Kota,Kode Pos,Full Address,Latitude,Longitude,,,,,Address,Lat,Long
3724,126,Aktif,Politeknik Manufaktur Bandung ,24 Maret 1977 ,25701998,24 Maret 1977 ,Jalan Kanayakan 21 Dago ,Kota Bandung - Prop. Jawa Barat - Indonesia,40135,Jalan Kanayakan 21 Dago  Kota Bandung - Prop. Jawa Barat - Indonesia 40135 ,,,022-2500241,022-2502649,sekretariat@polman-bandung.ac.id,www.polman-bandung.ac.id,Politeknik Manufaktur Bandung  Jalan Kanayakan 21 Dago  Kota Bandung - Prop. Jawa Barat - Indonesia 40135,,
3725,148,Aktif,Politeknik Negeri Malang ,27 Januari 1979 ,03DJKEP1979,27 Januari 1979 ,Jalan Soekarno Hatta No 9 ,Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur,65141,Jalan Soekarno Hatta No 9  Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur 65141 ,,,(0341)404424-404425,(0341)404420,cs@polinema.ac.id,www.polinema.ac.id,Politeknik Negeri Malang  Jalan Soekarno Hatta No 9  Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur 65141,,
3726,175,Aktif,Universitas Pembangunan Panca Budi ,13 Juni 1964 ,NO. 85B-P64,19 Desember 1961 ,"Jl. Jend. Gatot Subroto Km 4,5 Sie Sikambing Medan 20122",Kota Medan - Prop. Sumatera Utara - Indonesia,20122,"Jl. Jend. Gatot Subroto Km 4,5 Sie Sikambing Medan 20122 Kota Medan - Prop. Sumatera Utara - Indonesia 20122 ",,,061 8455571,061 8458077,unpab@pancabudi.ac.id,www.pancabudi.ac.id,"Universitas Pembangunan Panca Budi  Jl. Jend. Gatot Subroto Km 4,5 Sie Sikambing Medan 20122 Kota Medan - Prop. Sumatera Utara - Indonesia 20122",,
3727,193,Aktif,Universitas Tjut Nyak Dhien ,10 Oktober 1956 ,232DO2000,31 Oktober 2000 ,Jalan Gatot Subroto  Jl. Rasmi No. 28  ,Kec. Medan Sunggal - Kota Medan - Prop. Sumatera Utara,20123,Jalan Gatot Subroto  Jl. Rasmi No. 28   Kec. Medan Sunggal - Kota Medan - Prop. Sumatera Utara 20123 ,,,061-8451508,061-8441163,tjutnyakdhien@gmail.com,www.utnd.ac.id,Universitas Tjut Nyak Dhien  Jalan Gatot Subroto  Jl. Rasmi No. 28   Kec. Medan Sunggal - Kota Medan - Prop. Sumatera Utara 20123,,
3728,203,Aktif,Universitas Potensi Utama ,9 Juli 2003 ,424EO2014,9/17/2014,"Jl. K.L. Yos Sudarso Km 6,5 No. 3A Tanjung Mulia - Medan ",Kec. Medan Deli - Kota Medan - Prop. Sumatera Utara,20241,"Jl. K.L. Yos Sudarso Km 6,5 No. 3A Tanjung Mulia - Medan  Kec. Medan Deli - Kota Medan - Prop. Sumatera Utara 20241 ",,,061-6640525,061-6636830,info@potensi-utama.ac.id,www.potensi-utama.ac.id,"Universitas Potensi Utama  Jl. K.L. Yos Sudarso Km 6,5 No. 3A Tanjung Mulia - Medan  Kec. Medan Deli - Kota Medan - Prop. Sumatera Utara 20241",,
3729,205,Aktif,IKIP Gunung Sitoli ,11/15/1965,15,11/15/1965,Jl Yos Sudarso No 118E-S ,Kab. Nias - Prop. Sumatera Utara - Indonesia,22815,Jl Yos Sudarso No 118E-S  Kab. Nias - Prop. Sumatera Utara - Indonesia 22815 ,,,0639-21616,0639-21616,adminen@ikipgunungsitoli.ac.id,http:ikipgunungsitoli.ac.id,IKIP Gunung Sitoli  Jl Yos Sudarso No 118E-S  Kab. Nias - Prop. Sumatera Utara - Indonesia 22815,,
3730,208,Aktif,Institut Teknologi Del ,21 Agustus 2001 ,266EO2013,5 Juli 2013 ,"Institut Teknologi Del
Jl. Sisingamangaraja Sitoluama-Laguboti",Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara,22381,"Institut Teknologi Del
Jl. Sisingamangaraja Sitoluama-Laguboti Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara 22381 ",,,(0632) 331234,(0632) 331116,info@del.ac.id, http:www.del.ac.id,"Institut Teknologi Del  Institut Teknologi Del
Jl. Sisingamangaraja Sitoluama-Laguboti Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara 22381",,
3731,213,Aktif,Sekolah Tinggi Bahasa Asing Swadaya Medan ,30 Maret 1967 ,"B.AR.POELOENGAN, SH NO. 8",9/5/1994,Jln. Yose Rizal N0.3A,Kota Medan - Prop. Sumatera Utara - Indonesia,20214,Jln. Yose Rizal N0.3A Kota Medan - Prop. Sumatera Utara - Indonesia 20214 ,,, 061- 7324441,81260331283,PerguruantinggiSwadaya.Medan@gmail.com, ,Sekolah Tinggi Bahasa Asing Swadaya Medan  Jln. Yose Rizal N0.3A Kota Medan - Prop. Sumatera Utara - Indonesia 20214,,
3732,216,Aktif,Sekolah Tinggi Bahasa Asing Harapan ,3 Juli 1970 ,04074AK-1-III-028USZBGIX00,5 Oktober 2000 ,Jalan Imam Bonjol No 35 Medan,Prop. Sumatera Utara - Indonesia,20152,Jalan Imam Bonjol No 35 Medan Prop. Sumatera Utara - Indonesia 20152 ,,,061-4514435,061-4575657,stbaharapan@yahoo.co.id,www.stba-harapan.ac.id,Sekolah Tinggi Bahasa Asing Harapan  Jalan Imam Bonjol No 35 Medan Prop. Sumatera Utara - Indonesia 20152,,
3733,217,Aktif,Sekolah Tinggi Teknik Harapan ,15 Desember 1989 ,0779O1989,15 Desember 1989 ,Jalan Imam Bonjol No 35 ,Prop. Sumatera Utara - Indonesia,20152,Jalan Imam Bonjol No 35  Prop. Sumatera Utara - Indonesia 20152 ,,,061-4515661,061-4573932, , ,Sekolah Tinggi Teknik Harapan  Jalan Imam Bonjol No 35  Prop. Sumatera Utara - Indonesia 20152,,
3734,220,Aktif,Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna ,4/14/1979,2420DT2006,3 Juli 2006 ,Jalan Aluminium No 77 Tanjung Mulia,Kota Medan - Prop. Sumatera Utara - Indonesia,20241,Jalan Aluminium No 77 Tanjung Mulia Kota Medan - Prop. Sumatera Utara - Indonesia 20241 ,,,061-6615718,061-6615718, Jl. Aluminium Raya No.77 Tg. Mulia, www.stokbinagunasumut.ac.id,Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna  Jalan Aluminium No 77 Tanjung Mulia Kota Medan - Prop. Sumatera Utara - Indonesia 20241,,
3735,229,Aktif,Sekolah Tinggi Ilmu Komunikasi Pembangunan ,18 Mei 1987 ,2431DT2006,3 Juli 2006 ,Jalan Sisingamangaraja No 84 ,Prop. Sumatera Utara - Indonesia,20217,Jalan Sisingamangaraja No 84  Prop. Sumatera Utara - Indonesia 20217 ,,,061-736-1898,061-735-3665,stikp@waspada.co.id, ,Sekolah Tinggi Ilmu Komunikasi Pembangunan  Jalan Sisingamangaraja No 84  Prop. Sumatera Utara - Indonesia 20217,,
3736,236,Aktif,Sekolah Tinggi Ilmu Ekonomi Tricom ,9/5/1997,366DT2006,2 Februari 2006 ,Jl Brigjen Katamso No 32 I-J (Simpang Jl Mantri),Prop. Sumatera Utara - Indonesia,20151,Jl Brigjen Katamso No 32 I-J (Simpang Jl Mantri) Prop. Sumatera Utara - Indonesia 20151 ,,,061-4159767,061-4159268,stie_tricom@tricom.co.id,www.tricomschool.com,Sekolah Tinggi Ilmu Ekonomi Tricom  Jl Brigjen Katamso No 32 I-J (Simpang Jl Mantri) Prop. Sumatera Utara - Indonesia 20151,,
3737,265,Aktif,Sekolah Tinggi Ilmu Kesehatan Sumatera Utara ,23 Mei 2002 ,102DO2002,23 Mei 2002 ,Jalan Jamin Ginting Tuntungan,Prop. Sumatera Utara - Indonesia,20136,Jalan Jamin Ginting Tuntungan Prop. Sumatera Utara - Indonesia 20136 ,,,061-8363410;8363269,618363410,stikessu@yahoo.com, ,Sekolah Tinggi Ilmu Kesehatan Sumatera Utara  Jalan Jamin Ginting Tuntungan Prop. Sumatera Utara - Indonesia 20136,,
3738,287,Aktif,STIE Professional Manajemen College Indonesia ,4/30/2009,53DO2009,4/30/2009,Komplek Multatuli Indah Blok C No. 11 - 14,Kota Medan - Prop. Sumatera Utara - Indonesia,20151,Komplek Multatuli Indah Blok C No. 11 - 14 Kota Medan - Prop. Sumatera Utara - Indonesia 20151 ,,, 061-4578818, 061-4514117, administration@pmci.ac.id,www.pmci.ac.id,STIE Professional Manajemen College Indonesia  Komplek Multatuli Indah Blok C No. 11 - 14 Kota Medan - Prop. Sumatera Utara - Indonesia 20151,,
3739,293,Aktif,STIKES Widya Husada Medan ,27 Maret 2013 ,73EO2013,27 Maret 2013 ,Jl. Williem Iskandar No. 116 Medan,Kota Medan - Prop. Sumatera Utara - Indonesia,20221,Jl. Williem Iskandar No. 116 Medan Kota Medan - Prop. Sumatera Utara - Indonesia 20221 ,,,061 6621202,061 6621201,STIKes_whmedan@yahoo.com,www.whmedan.ac.id,STIKES Widya Husada Medan  Jl. Williem Iskandar No. 116 Medan Kota Medan - Prop. Sumatera Utara - Indonesia 20221,,
3740,294,Aktif,Sekolah Tinggi Kesehatan Imelda ,20 Januari 1992 ,274EO2013,22 Juli 2013 ,Jalan Bilal No 24,Kec. Medan Timur - Kota Medan - Prop. Sumatera Utara,20239,Jalan Bilal No 24 Kec. Medan Timur - Kota Medan - Prop. Sumatera Utara 20239 ,,, , ,ritonga.imelda@gmail.com,kampusimelda.ac.id,Sekolah Tinggi Kesehatan Imelda  Jalan Bilal No 24 Kec. Medan Timur - Kota Medan - Prop. Sumatera Utara 20239,,
3741,299,Aktif,STIKOM Tunas Bangsa ,9/11/2014,408EO2014,9/11/2014,,Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia,, Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia  ,,,,,,,STIKOM Tunas Bangsa   Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia ,,
3742,302,Aktif,STIKES Darmais Padangsidimpuan ,17 Oktober 2014 ,563EO2014,17 Oktober 2014 ,Jl. Belibis No. 1 Perumahan Sopo Indah Sigulang                       Kec.Padang,Kec. Padang Sidimpuan Tenggara - Kota Padang Sidempuan - Prop. Sumatera Utara,22733,Jl. Belibis No. 1 Perumahan Sopo Indah Sigulang                       Kec.Padang Kec. Padang Sidimpuan Tenggara - Kota Padang Sidempuan - Prop. Sumatera Utara 22733 ,,,(0634) 7020950 ,(0634) 28672,stikesdarmaispadangsidimpuan@gmail.com,----,STIKES Darmais Padangsidimpuan  Jl. Belibis No. 1 Perumahan Sopo Indah Sigulang                       Kec.Padang Kec. Padang Sidimpuan Tenggara - Kota Padang Sidempuan - Prop. Sumatera Utara 22733,,
3743,320,Aktif,AMIK Parbina Nusantara ,9/28/2001,81,10 Desember 1997 ,Jalan Lingga No 32 ,Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia,21127,Jalan Lingga No 32  Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia 21127 ,,,622431979,62251756,amikparbinanusantara@yahoo.com,www.amikparbina.ac.id,AMIK Parbina Nusantara  Jalan Lingga No 32  Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia 21127,,
3744,374,Aktif,Akademi Keuangan Dan Perbankan ICM Cantrika Mitra ,9/25/2005,70,28 Mei 2006 ,Jl Diponegoro No 18 Wisma BII ,Kec. Medan Maimun - Kota Medan - Prop. Sumatera Utara,20201,Jl Diponegoro No 18 Wisma BII  Kec. Medan Maimun - Kota Medan - Prop. Sumatera Utara 20201 ,,,61.4532782,61.4519721,info@icm-medan.com,www.icm-medan.com,Akademi Keuangan Dan Perbankan ICM Cantrika Mitra  Jl Diponegoro No 18 Wisma BII  Kec. Medan Maimun - Kota Medan - Prop. Sumatera Utara 20201,,
3745,379,Aktif,Akademi Kebidanan Madina Husada ,1 Juni 2007 ,138DO2007,3 Agustus 2007 ,Jl Willem Iskandar No 154-f Panyabungan Mandailing Natal ,Kec. Panyabungan Kota - Kab. Mandailing Natal - Prop. Sumatera Utara,22919,Jl Willem Iskandar No 154-f Panyabungan Mandailing Natal  Kec. Panyabungan Kota - Kab. Mandailing Natal - Prop. Sumatera Utara 22919 ,,,0636-7003136,0636-3213136,madinahusada@yahoo.com, ,Akademi Kebidanan Madina Husada  Jl Willem Iskandar No 154-f Panyabungan Mandailing Natal  Kec. Panyabungan Kota - Kab. Mandailing Natal - Prop. Sumatera Utara 22919,,
3746,382,Aktif,Akademi Kebidanan Delima ,3 Agustus 2007 ,500EO2014,14 Oktober 2014 ,"Pelud Binaka Desa Ononamolo, Gunung Sitoli",Kab. Nias - Prop. Sumatera Utara - Indonesia,22815,"Pelud Binaka Desa Ononamolo, Gunung Sitoli Kab. Nias - Prop. Sumatera Utara - Indonesia 22815 ",,,617385863,618445064,delima@akbid.info,delima.akbid.info,"Akademi Kebidanan Delima  Pelud Binaka Desa Ononamolo, Gunung Sitoli Kab. Nias - Prop. Sumatera Utara - Indonesia 22815",,
3747,388,Aktif,Akademi Akuntansi Profesional Indonesia ,4/13/1994,4524DT2006,4 Desember 2006 ,Jalan Gajah Mada No 31 ,Prop. Sumatera Utara - Indonesia,20153,Jalan Gajah Mada No 31  Prop. Sumatera Utara - Indonesia 20153 ,,,614578818,614514117, , ,Akademi Akuntansi Profesional Indonesia  Jalan Gajah Mada No 31  Prop. Sumatera Utara - Indonesia 20153,,
3748,390,Aktif,AKPER Tenaga Pembangunan Arjuna Laguboti ,18 Maret 2003 ,217DO2007,18 Maret 2003 ,Jl. Arjuna Desa Pintubosi,Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara,12345,Jl. Arjuna Desa Pintubosi Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara 12345 ,,,632331594,632331594,akperarjuna@yahoo.com, ,AKPER Tenaga Pembangunan Arjuna Laguboti  Jl. Arjuna Desa Pintubosi Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara 12345,,
3749,392,Aktif,Akademi Perekam Medik Dan Infokes Imelda ,8 Juli 2008 ,118DO2008,8 Juli 2008 ,"Jl. Bilal No 24 kelurahan Pulo Brayan Darat I,",Kec. Medan Timur - Kota Medan - Prop. Sumatera Utara,12345,"Jl. Bilal No 24 kelurahan Pulo Brayan Darat I, Kec. Medan Timur - Kota Medan - Prop. Sumatera Utara 12345 ",,,061-6610072,061-6618457, , ,"Akademi Perekam Medik Dan Infokes Imelda  Jl. Bilal No 24 kelurahan Pulo Brayan Darat I, Kec. Medan Timur - Kota Medan - Prop. Sumatera Utara 12345",,
3750,402,Aktif,Akademi Keperawatan Takasima Kabanjahe ,20 Agustus 2009 ,135DO2009,20 Agustus 2009 ,Jl Jamin Ginting No 81 ,Prop. Sumatera Utara - Indonesia,22151,Jl Jamin Ginting No 81  Prop. Sumatera Utara - Indonesia 22151 ,,,062-892-280,062-992-280, , ,Akademi Keperawatan Takasima Kabanjahe  Jl Jamin Ginting No 81  Prop. Sumatera Utara - Indonesia 22151,,
3751,405,Aktif,Akademi Kebidanan Bina Sejaktera Ameta ,11/1/2010, ---,11/1/2010," Jalan Simpang Kantor No.6, Pekan Labuhan",Kec. Medan Labuhan - Kota Medan - Prop. Sumatera Utara,0," Jalan Simpang Kantor No.6, Pekan Labuhan Kec. Medan Labuhan - Kota Medan - Prop. Sumatera Utara 0 ",,, 061 6942379, 061 6841191, akbidbsa@gmail.com, ,"Akademi Kebidanan Bina Sejaktera Ameta   Jalan Simpang Kantor No.6, Pekan Labuhan Kec. Medan Labuhan - Kota Medan - Prop. Sumatera Utara 0",,
3752,413,Aktif,Akademi Keperawatan Wirahusada Medan ,3 Januari 2012 ,02EO2012,3 Januari 2012 ,"Jln. Bunga Ncole, Kel. Kemenangan Tani

",Kec. Medan Tuntungan - Kota Medan - Prop. Sumatera Utara,20136,"Jln. Bunga Ncole, Kel. Kemenangan Tani

 Kec. Medan Tuntungan - Kota Medan - Prop. Sumatera Utara 20136 ",,, , , , ,"Akademi Keperawatan Wirahusada Medan  Jln. Bunga Ncole, Kel. Kemenangan Tani

 Kec. Medan Tuntungan - Kota Medan - Prop. Sumatera Utara 20136",,
3753,415,Aktif,Akademi Keperawatan Deli Husada Delitua Medan ,2 Oktober 2012 ,340EO2012,2 Oktober 2012 ,Jl. Sudirman No 38 Lubuk Pakam,Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara,0,Jl. Sudirman No 38 Lubuk Pakam Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara 0 ,,, , , , ,Akademi Keperawatan Deli Husada Delitua Medan  Jl. Sudirman No 38 Lubuk Pakam Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara 0,,
3754,416,Aktif,Akademi Keperawatan Medistra Lubuk Pakam ,2 Oktober 2012 ,339EO2012,2 Oktober 2012 ,Jalan Sudirman No 38 Lubuk Pakam,Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara,20512,Jalan Sudirman No 38 Lubuk Pakam Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara 20512 ,,,617952262,617952234, akper.medistra38@gmail.com,akpermedistra.ac.id,Akademi Keperawatan Medistra Lubuk Pakam  Jalan Sudirman No 38 Lubuk Pakam Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara 20512,,
3755,424,Aktif,Politeknik Mandiri Bina Prestasi ,22 Agustus 2001 ,148DO2002,2 Agustus 2002 ,Jl Jamin Ginting No 267-271 Padang Bulan,Kec. Medan Selayang - Kota Medan - Prop. Sumatera Utara,20155,Jl Jamin Ginting No 267-271 Padang Bulan Kec. Medan Selayang - Kota Medan - Prop. Sumatera Utara 20155 ,,,061-8218605,061-8218605,polimbp@prestasi.ac.id,www.prestasi.ac.id,Politeknik Mandiri Bina Prestasi  Jl Jamin Ginting No 267-271 Padang Bulan Kec. Medan Selayang - Kota Medan - Prop. Sumatera Utara 20155,,
3756,428,Aktif,Politeknik Tugu 45 Medan ,13 Agustus 2004 ,125DO2004,13 Agustus 2004 ,Jalan Murai I Blok H No 69 Kecamatan Medan Sunggal,Kota Tebing Tinggi - Prop. Sumatera Utara - Indonesia,20122,Jalan Murai I Blok H No 69 Kecamatan Medan Sunggal Kota Tebing Tinggi - Prop. Sumatera Utara - Indonesia 20122 ,,,62121974, ,poltektugu_45tt@yahoo.com, ,Politeknik Tugu 45 Medan  Jalan Murai I Blok H No 69 Kecamatan Medan Sunggal Kota Tebing Tinggi - Prop. Sumatera Utara - Indonesia 20122,,
3757,431,Aktif,Politeknik Yanada ,18 Maret 2008 ,53DO2008,18 Maret 2008 ,Jalan Gajah Mada No 31 ,Kota Medan - Prop. Sumatera Utara - Indonesia,20152,Jalan Gajah Mada No 31  Kota Medan - Prop. Sumatera Utara - Indonesia 20152 ,,,061-4519057,061-4573351, , ,Politeknik Yanada  Jalan Gajah Mada No 31  Kota Medan - Prop. Sumatera Utara - Indonesia 20152,,
3758,469,Aktif,STISIPOL Candradimuka ,28 Oktober 1967 ,25,28 Oktober 1967 ,Jalan Swadaya Sekip Ujung 20 Ilir Ii,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30127,Jalan Swadaya Sekip Ujung 20 Ilir Ii Kota Palembang - Prop. Sumatera Selatan - Indonesia 30127 ,,,(0711)-811542,316020,stisisipol.candradimuka@yahoo.com,stisipolcandradimuka.com,STISIPOL Candradimuka  Jalan Swadaya Sekip Ujung 20 Ilir Ii Kota Palembang - Prop. Sumatera Selatan - Indonesia 30127,,
3759,502,Aktif,Sekolah Tinggi Bahasa Asing Teknokrat ,4/25/2000,48DO2000,4/25/2000,Jalan ZA Pagar Alam No 9 Labuhan Ratu,Kota Bandar Lampung - Prop. Lampung - Indonesia,35142,Jalan ZA Pagar Alam No 9 Labuhan Ratu Kota Bandar Lampung - Prop. Lampung - Indonesia 35142 ,,,(0721) 784945,(0721) 702022,stba@teknokrat.ac.id,www.teknokrat.ac.id.,Sekolah Tinggi Bahasa Asing Teknokrat  Jalan ZA Pagar Alam No 9 Labuhan Ratu Kota Bandar Lampung - Prop. Lampung - Indonesia 35142,,
3760,503,Aktif,Sekolah Tinggi Ilmu Hukum Muhammadiyah Kotabumi ,21 Februari 1987 ,10,21 Februari 1987 ,Jl Hasan Kepala Ratu No 1052 Sendangsari,Kab. Lampung Utara - Prop. Lampung - Indonesia,34517,Jl Hasan Kepala Ratu No 1052 Sendangsari Kab. Lampung Utara - Prop. Lampung - Indonesia 34517 ,,,0724-22258,0724-328287,stihmkotabumi@yahoo.com,stihmkotabumi.ac.id,Sekolah Tinggi Ilmu Hukum Muhammadiyah Kotabumi  Jl Hasan Kepala Ratu No 1052 Sendangsari Kab. Lampung Utara - Prop. Lampung - Indonesia 34517,,
3761,505,Aktif,Sekolah Tinggi Ilmu Administrasi Satya Negara ,9 Juni 2000 ,81DO2000,9 Juni 2000 ,Jalan Sukarejo Sukatani,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30116,Jalan Sukarejo Sukatani Kota Palembang - Prop. Sumatera Selatan - Indonesia 30116 ,,,0711-826043,0711-826043,satyanegerapalembang@yahoo.co.id,satyanegerapalembangyahoo.co.id,Sekolah Tinggi Ilmu Administrasi Satya Negara  Jalan Sukarejo Sukatani Kota Palembang - Prop. Sumatera Selatan - Indonesia 30116,,
3762,506,Aktif,Sekolah Tinggi Bahasa Asing Widya Dharma Palembang ,28 Agustus 1997 ,28,28 Agustus 1997 ,"Jl Kol H Burlian No 7 Km 6,5 ",Kota Palembang - Prop. Sumatera Selatan - Indonesia,30153,"Jl Kol H Burlian No 7 Km 6,5  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30153 ",,,0711-410104,0711-410104, , ,"Sekolah Tinggi Bahasa Asing Widya Dharma Palembang  Jl Kol H Burlian No 7 Km 6,5  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30153",,
3763,510,Aktif,STIE IBEK Pangkalpinang Bangka ,10 Agustus 2000 ,3703DT2006,9/26/2006,Jalan Usman Ambon No 4 ,Kec. Gerunggang - Kota Pangkalpinang - Prop. Bangka Belitung,33125,Jalan Usman Ambon No 4  Kec. Gerunggang - Kota Pangkalpinang - Prop. Bangka Belitung 33125 ,,,(717)432-476,(717)438-736,info@stie-ibek.ac.id,www.stie-ibek.ac.id,STIE IBEK Pangkalpinang Bangka  Jalan Usman Ambon No 4  Kec. Gerunggang - Kota Pangkalpinang - Prop. Bangka Belitung 33125,,
3764,511,Aktif,STKIP Muhammadiyah Pagaralam ,18 Agustus 2000 ,158DO2000,18 Oktober 2000 ,Jl Kombes H Umar No 1123 Kel Kauman Pagaralam Selatan,Kota Pagar Alam - Prop. Sumatera Selatan - Indonesia,31525,Jl Kombes H Umar No 1123 Kel Kauman Pagaralam Selatan Kota Pagar Alam - Prop. Sumatera Selatan - Indonesia 31525 ,,,0730 - 624773,0730 - ,stkipm_pagaralam@yahoo.co.id,http:www.stkipmuh-pagaralam.ac.id,STKIP Muhammadiyah Pagaralam  Jl Kombes H Umar No 1123 Kel Kauman Pagaralam Selatan Kota Pagar Alam - Prop. Sumatera Selatan - Indonesia 31525,,
3765,545,Aktif,Sekolah Tinggi Teknologi Pagaralam ,26 Oktober 2004 ,170DO2004,26 Oktober 2004 ,Jl Masik Siagim No 1 Simpang Mbacang,Kota Pagar Alam - Prop. Sumatera Selatan - Indonesia,63511,Jl Masik Siagim No 1 Simpang Mbacang Kota Pagar Alam - Prop. Sumatera Selatan - Indonesia 63511 ,,,0730 621912,0730 621912,sttp_2004@yahoo.com,http:sttpagaraam.ac.id,Sekolah Tinggi Teknologi Pagaralam  Jl Masik Siagim No 1 Simpang Mbacang Kota Pagar Alam - Prop. Sumatera Selatan - Indonesia 63511,,
3766,556,Aktif,STIKES Muhammadiyah Pringsewu ,13 Juni 1983 ,254DO2008,23 Desember 2008 ,Jalan Makam KH Galib No 112 Pringsewu Lampung,Kab. Pringsewu - Prop. Lampung - Indonesia,35373,Jalan Makam KH Galib No 112 Pringsewu Lampung Kab. Pringsewu - Prop. Lampung - Indonesia 35373 ,,,0729-22537,0729-22537,stikesmuhpringsewu@yahoo.co.id,stikesmuh-pringsewu.ac.id,STIKES Muhammadiyah Pringsewu  Jalan Makam KH Galib No 112 Pringsewu Lampung Kab. Pringsewu - Prop. Lampung - Indonesia 35373,,
3767,564,Aktif,STISIP Bina Marta ,12 Agustus 2014 ,275EO2014,12 Agustus 2014 ,"Jalan Merdeka No. 435 Cidawang, Martapura, OKU Timur, Sumatera Selatan",Kab. Ogan Komering Ulu Timur - Prop. Sumatera Selatan - Indonesia,---- ,"Jalan Merdeka No. 435 Cidawang, Martapura, OKU Timur, Sumatera Selatan Kab. Ogan Komering Ulu Timur - Prop. Sumatera Selatan - Indonesia ----  ",,,0735-481937,0735-481937,stisipol.binamarta@gmail.com, ,"STISIP Bina Marta  Jalan Merdeka No. 435 Cidawang, Martapura, OKU Timur, Sumatera Selatan Kab. Ogan Komering Ulu Timur - Prop. Sumatera Selatan - Indonesia ---- ",,
3768,566,Aktif,STMIK MBC Palembang ,18 Juli 2014 ,256EO2014,18 Juli 2014 ,Jalan Perintis Kemerdekaan No.62 Palembang,Kota Palembang - Prop. Sumatera Selatan - Indonesia, ,Jalan Perintis Kemerdekaan No.62 Palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia   ,,,0711-715070,0711-715070,info@mbc.ac.id,www.mbc.ac.id,STMIK MBC Palembang  Jalan Perintis Kemerdekaan No.62 Palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia  ,,
3769,585,Aktif,Akademi Manajemen Informatika Dan Komputer Lampung ,22 Agustus 2003 ,15,22 Agustus 2003 ,Jalan Cut Mutia No 19-A ,Kab. Lampung Selatan - Prop. Lampung - Indonesia,35214,Jalan Cut Mutia No 19-A  Kab. Lampung Selatan - Prop. Lampung - Indonesia 35214 ,,,72147355,721472101,inonu@yahoo.com, ,Akademi Manajemen Informatika Dan Komputer Lampung  Jalan Cut Mutia No 19-A  Kab. Lampung Selatan - Prop. Lampung - Indonesia 35214,,
3770,598,Aktif,Akademi Kebidanan Panca Bhakti ,7 Juli 2011 ,141EO2011,7 Juli 2011 ,Jalan Achmad Yani II  Arteri Supadio N0.7 Kubu Raya,Kab. Kuburaya - Prop. Kalimantan Barat - Indonesia,0,Jalan Achmad Yani II  Arteri Supadio N0.7 Kubu Raya Kab. Kuburaya - Prop. Kalimantan Barat - Indonesia 0 ,,, 0561-6726777,0561-711260, akbidpbpontianak@gmail.com,http:www.akbidpb-pontianak.ac.id,Akademi Kebidanan Panca Bhakti  Jalan Achmad Yani II  Arteri Supadio N0.7 Kubu Raya Kab. Kuburaya - Prop. Kalimantan Barat - Indonesia 0,,
3771,610,Aktif,Akademi Kebidanan Al-Sua Ibah Palembang ,1 Januari 2005 ,181DO2006,9/1/2006,"Jl Sukabangun II No 1451 km. 6,5 rtrw. 2504 palembang",Kota Palembang - Prop. Sumatera Selatan - Indonesia,12345,"Jl Sukabangun II No 1451 km. 6,5 rtrw. 2504 palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia 12345 ",,,81368088104,0711 416310,alsuaibah@yahoo.com,www.alsuaibah.go.id,"Akademi Kebidanan Al-Sua Ibah Palembang  Jl Sukabangun II No 1451 km. 6,5 rtrw. 2504 palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia 12345",,
